ID	Abbreviation	Name	OMIM ID	Individuals	Phenotypes	Associated with genes	Associated tissues	Disease features
51	580000	"DEAFNESS, AMINOGLYCOSIDE-INDUCED;STREPTOMYCIN-INDUCED"	580000	0	0	", MT-CO1, MT-RNR1, TRMU"	-	-
156	598500	"WOLFRAM SYNDROME, MITOCHONDRIAL FORM"	598500	0	0	-	-	-
412	600706	PROXIMAL MYOPATHY WITH FOCAL DEPLETION OF MITOCHONDRIA	600706	0	0	-	-	-
566	600851	Mitochondrial import-stimulating factor	600851	0	0	-	-	-
114	601665	"Obesity, autosomal dominant, 601665 (3)"	601665	0	0	", ADRB2, ADRB3, AGRP, CARTPT, ENPP1, GHRL, KANK1, LEPR, MC4R, more than 10, MRAP2, MT-CYB, NR0B2, POMC, PPARG, PPARGC1B, PYY, SDC3, SIM1, UCP1, UCP3"	-	-
567	602252	"Mitochondrial intermembrane space protein tim12, yeast, homolog of"	602252	0	0	-	-	-
104	603358	"GRACILE syndrome, 603358 (3)"	603358	0	0	BCS1L	-	-
23	604273	"Mitochondrial complex V (ATP synthase) deficiency, nuclear type 1, 604273 (3)"	604273	0	0	ATPAF2	-	-
89	605814	"Citrullinemia, type II, neonatal-onset, 605814 (3)"	605814	0	0	SLC25A13	-	-
499	605899 GCE	GLYCINE ENCEPHALOPATHY; GCE	605899	0	0	"AMT, GCSH, GLDC"	-	-
105	605911	"HMG-CoA synthase-2 deficiency, 605911 (3);MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY"	605911	0	0	HMGCS2	-	-
416	606407	HYPOTONIA-CYSTINURIA SYNDROME	606407	0	0	-	-	-
649	608158	CoQ-responsive OXPHOS deficiency	608158	0	0	-	-	-
487	608836	"CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY, LETHAL NEONATAL"	608836	0	0	CPT2	-	-
651	608902	Disorder due cytochrome p450 CYP2D6 variant	608902	0	0	-	-	-
417	609015	TRIFUNCTIONAL PROTEIN DEFICIENCY	609015	0	0	"HADHA, HADHB"	-	-
47	609283	"Progressive external ophthalmoplegia with mitochondrial DNA deletions 3, 609283 (3)"	609283	0	0	SLC25A4	-	-
48	610131	"Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 4, 610131 (3)"	610131	0	0	POLG2	-	-
81	610251	"Alcohol sensitivity, acute, 610251 (3)"	610251	0	0	ALDH2	-	-
40	610773	"Mitochondrial phosphate carrier deficiency, 610773 (3)"	610773	0	0	SLC25A3	-	-
418	611105	LEUKOENCEPHALOPATHY WITH BRAINSTEM AND SPINAL CORD INVOLVEMENT AND	611105	0	0	DARS2	-	-
419	611126	"ACYL-CoA DEHYDROGENASE FAMILY, MEMBER 9, DEFICIENCY OF"	611126	0	0	ACAD9	-	-
34	612073	"Mitochondrial DNA depletion syndrome 5 (encephalomyopathic with or without methylmalonic aciduria), 612073 (3)"	612073	0	0	SUCLA2	-	-
37	612075	"Mitochondrial DNA depletion syndrome 8A (encephalomyopathic type with renal tubulopathy), 612075 (3)"	612075	0	0	RRM2B	-	-
107	612949	"Hypomyelination, global cerebral, 612949 (3)"	612949	0	0	SLC25A12	-	-
45	613076	"Myopathy, mitochondrial progressive, with congenital cataract, hearing loss, and developmental delay, 613076 (3)"	613076	0	0	GFER	-	-
652	613571	Disordered steroidogenesis due to cytochrome p450 oxidoreductase deficiency	613571	0	0	POR	-	-
101	613657	"D-2-hydroxyglutaric aciduria 2, 613657 (3)"	613657	0	0	IDH2	-	-
654	613960	"Granulomatous disease, chronic, autosomal recessive, cytochrome b-positive, type III"	613960	0	0	NCF4	-	-
24	614052	"Mitochondrial complex V (ATP synthase) deficiency, nuclear type 2, 614052 (3)"	614052	0	0	TMEM70	-	-
25	614053	"Mitochondrial complex V (ATP synthase) deficiency, nuclear type 3, 614053 (3)"	614053	0	0	"ATP5E, ATP5F1E"	-	-
14	614388	"Encephalopahty, lethal, due to defective mitochondrial peroxisomal fission, 614388 (3)"	614388	0	0	DNM1L	-	-
401	614520	"ENCEPHALOMYOPATHY, MITOCHONDRIAL, DUE TO VOLTAGE-DEPENDENT ANION CHANNEL DEFICIENCY"	614520	0	0	-	-	-
511	614924	"Combined oxidative phosphorylation deficiency 12, 614924 (3)"	614924	0	0	EARS2	-	-
512	614932	"Combined oxidative phosphorylation deficiency 13, 614932 (3)"	614932	0	0	PNPT1	-	-
641	615119	"Cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 2"	615119	0	0	COX15	-	-
10	615228	"Mitochondrial complex (ATP synthase) deficiency, nuclear type 4, 615228 (3)"	615228	0	0	"ATP5A1, ATP5F1A"	-	-
513	615440	"Combined oxidative phosphorylation deficiency 17, 615440 (3)"	615440	0	0	ELAC2	-	-
514	615578	"Combined oxidative phosphorylation deficiency 18, 615578 (3)"	615578	0	0	SFXN4	-	-
500	615595	"?Combined oxidative phosphorylation deficiency 19, 615595 (3)"	615595	0	0	LYRM4	-	-
507	615824	"?Mitochondrial complex III deficiency, nuclear type 7, 615824 (3)"	615824	0	0	UQCC2	-	-
528	615838	"Mitochondrial complex III deficiency, nuclear type 8, 615838 (3)"	615838	0	0	LYRM7	-	-
515	615917	"Combined oxidative phosphorylation deficiency 20, 615917 (3)"	615917	0	0	VARS2	-	-
501	615918	"?Combined oxidative phosphorylation deficiency 21, 615918 (3)"	615918	0	0	TARS2	-	-
502	616045	"?Combined oxidative phosphorylation deficiency 22, 616045 (3)"	616045	0	0	"ATP5A1, ATP5F1A"	-	-
508	616111	"?Mitochondrial complex III deficiency, nuclear type 9, 616111 (3)"	616111	0	0	UQCC3	-	-
516	616198	"Combined oxidative phosphorylation deficiency 23, 616198 (3)"	616198	0	0	GTPBP3	-	-
509	616209	"?Myopathy, isolated mitochondrial, autosomal dominant, 616209 (3)"	616209	0	0	CHCHD10	-	-
517	616239	"Combined oxidative phosphorylation deficiency 24, 616239 (3)"	616239	0	0	NARS2	-	-
529	616277	"Mitochondrial short-chain enoyl-CoA hydratase 1 deficiency, 616277 (3)"	616277	0	0	ECHS1	-	-
530	616370	"Multiple mitochondrial dysfunctions syndrome 4, 616370 (3)"	616370	0	0	ISCA2	-	-
503	616430	"?Combined oxidative phosphorylation deficiency 25, 616430 (3)"	616430	0	0	MARS2	-	-
534	616479	"Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 2, 616479 (3)"	616479	0	0	RNASEH1	-	-
642	616500	"Cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 3"	616500	0	0	COA5	-	-
643	616501	"Cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 4"	616501	0	0	COA6	-	-
518	616539	"Combined oxidative phosphorylation deficiency 26, 616539 (3)"	616539	0	0	TRMT5	-	-
519	616672	"Combined oxidative phosphorylation deficiency 27, 616672 (3)"	616672	0	0	CARS2	-	-
520	616794	"Combined oxidative phosphorylation deficiency 28, 616794 (3)"	616794	0	0	SLC25A26	-	-
504	616811	"?Combined oxidative phosphorylation deficiency 29, 616811 (3)"	616811	0	0	TXN2	-	-
505	616896	"?Mitochondrial DNA depletion syndrome 14 (encephalocardiomyopathic type), 616896 (3)"	616896	0	0	OPA1	-	-
521	616974	"Combined oxidative phosphorylation deficiency 30, 616974 (3)"	616974	0	0	TRMT10C	-	-
510	617069	"?Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 3, 617069 (3)"	617069	0	0	TK2	-	-
535	617070	"Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 4, 617070 (3)"	617070	0	0	DGUOK	-	-
525	617086	"Encephalopathy due to defective mitochondrial and peroxisomal fission 2, 617086 (3)"	617086	0	0	MFF	-	-
506	617156	"?Mitochondrial DNA depletion syndrome 15 (hepatocerebral type), 617156 (3)"	617156	0	0	TFAM	-	-
527	617184	"Mitochondrial DNA depletion syndrome 12A (cardiomyopathic type) AD, 617184 (3)"	617184	0	0	SLC25A4	-	-
522	617228	"Combined oxidative phosphorylation deficiency 31, 617228 (3)"	617228	0	0	MIPEP	-	-
531	617613	"Multiple mitochondrial dysfunctions syndrome 5, 617613 (3)"	617613	0	0	ISCA1	-	-
523	617664	"Combined oxidative phosphorylation deficiency 32, 617664 (3)"	617664	0	0	MRPS34	-	-
532	617675	"Myopathy, mitochondrial, and ataxia, 617675 (3)"	617675	0	0	MSTO1	-	-
533	617710	"Neurodevelopmental disorder, mitochondrial, with abnormal movements and lactic acidosis, with or without seizures, 617710 (3)"	617710	0	0	WARS2	-	-
524	617713	"Combined oxidative phosphorylation deficiency 33, 617713 (3)"	617713	0	0	C1QBP	-	-
563	617872	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 34	617872	0	0	MRPS7	-	-
564	617873	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 35	617873	0	0	TRIT1	-	-
565	617950	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 36	617950	0	0	MRPS2	-	-
568	617954	MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 6	617954	0	0	PMPCB	-	-
578	618098	"PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 5; PEOB5"	618098	0	0	TOP3A	-	-
579	618120	"MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 5; MC5DN5"	618120	0	0	ATP5F1D	-	-
580	618222	"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 2; MC1DN2"	618222	0	0	NDUFS8	-	-
581	618224	"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 3; MC1DN3"	618224	0	0	NDUFS7	-	-
582	618225	"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 4; MC1DN4"	618225	0	0	NDUFV1	-	-
583	618226	"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 5; MC1DN5"	618226	0	0	NDUFS1	-	-
584	618228	"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 6; MC1DN6"	618228	0	0	NDUFS2	-	-
585	618229	"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 7; MC1DN7"	618229	0	0	NDUFV2	-	-
586	618230	"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 8; MC1DN8"	618230	0	0	NDUFS3	-	-
587	618232	"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 9; MC1DN9"	618232	0	0	NDUFS6	-	-
588	618234	"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 11; MC1DN11"	618234	0	0	NDUFAF1	-	-
589	618235	"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 13; MC1DN13"	618235	0	0	NDUFA2	-	-
590	618236	"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 14; MC1DN14"	618236	0	0	NDUFA11	-	-
591	618237	"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 15; MC1DN15"	618237	0	0	NDUFAF4	-	-
592	618238	"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 16; MC1DN16"	618238	0	0	NDUFAF5	-	-
593	618239	"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 17; MC1DN17"	618239	0	0	NDUFAF6	-	-
594	618240	"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 18; MC1DN18"	618240	0	0	NDUFAF3	-	-
595	618241	"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 19; MC1DN19"	618241	0	0	FOXRED1	-	-
596	618242	"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 21; MC1DN21"	618242	0	0	NUBPL	-	-
597	618243	"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 22; MC1DN22"	618243	0	0	NDUFA10	-	-
598	618244	"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 23; MC1DN23"	618244	0	0	NDUFA12	-	-
599	618245	"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 24; MC1DN24"	618245	0	0	NDUFB9	-	-
600	618246	"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 25; MC1DN25"	618246	0	0	NDUFB3	-	-
601	618247	"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 26; MC1DN26"	618247	0	0	NDUFA9	-	-
602	618248	"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 27; MC1DN27"	618248	0	0	MTFMT	-	-
603	618249	"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 28; MC1DN28"	618249	0	0	NDUFA13	-	-
604	618250	"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 29; MC1DN29"	618250	0	0	TMEM126B	-	-
605	618251	"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 31; MC1DN31"	618251	0	0	TIMMDC1	-	-
606	618252	"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 32; MC1DN32"	618252	0	0	NDUFB8	-	-
607	618253	"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 33; MC1DN33"	618253	0	0	NDUFA6	-	-
608	618256	BIPARENTAL MITOCHONDRIAL DNA TRANSMISSION	618256	0	0	-	-	-
646	618329	Combined oxidative phosphorylation deficiency 37	618329	0	0	-	-	-
647	618378	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 38	618378	0	0	MRPS14	-	-
648	618397	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 39	618397	0	0	GFM2	-	-
434	ACADMD	"ACYL-CoA DEHYDROGENASE, MEDIUM-CHAIN, DEFICIENCY OF; ACADMD"	201450	0	0	ACADM	-	-
435	ACADSD	"ACYL-CoA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF; ACADSD"	201470	0	0	ACADS	-	-
436	ACADVLD	"ACYL-CoA DEHYDROGENASE, VERY LONG-CHAIN, DEFICIENCY OF; ACADVLD"	201475	0	0	ACADVL	-	-
84	BJS	"Bjornstad syndrome, 262000 (3)"	262000	0	0	BCS1L	-	-
399	BTHS	BARTH SYNDROME; BTHS	302060	0	0	TAZ	-	-
437	CACTD	CARNITINE-ACYLCARNITINE TRANSLOCASE DEFICIENCY;CACTD	212138	0	0	SLC25A20	-	-
444	CCDS3	CEREBRAL CREATINE DEFICIENCY SYNDROME 3; CCDS3	612718	0	0	GATM	-	-
473	CDSP	"CARNITINE DEFICIENCY, SYSTEMIC PRIMARY; CDSP"	212140	0	0	SLC22A5	-	-
482	CEMCOX1	"CARDIOENCEPHALOMYOPATHY, FATAL INFANTILE, DUE TO CYTOCHROME c OXIDASE DEFICIENCY 1; CEMCOX1"	604377	0	0	SCO2	-	-
86	CMD1GG	"Cardiomyopathy, dilated, 1GG, 613642 (3)"	613642	0	0	SDHA	-	-
488	CMT2A2	"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2A2; CMT2A2"	609260	0	0	MFN2	-	-
90	COQ10D1	"Coenzyme Q10 deficiency, primary, 1, 607426 (3)"	607426	0	0	COQ2	-	-
446	COQ10D2	"COENZYME Q10 DEFICIENCY, PRIMARY, 2; COQ10D2"	614651	0	0	PDSS1	-	-
447	COQ10D3	"COENZYME Q10 DEFICIENCY, PRIMARY, 3; COQ10D3"	614652	0	0	PDSS2	-	-
443	COQ10D4	"COENZYME Q10 DEFICIENCY, PRIMARY, 4; COQ10D4"	612016	0	0	"ADCK3, COQ8A"	-	-
448	COQ10D5	"COENZYME Q10 DEFICIENCY, PRIMARY, 5; COQ10D5"	614654	0	0	COQ9	-	-
480	COQ10D6	"COENZYME Q10 DEFICIENCY, PRIMARY, 6; COQ10D6"	614650	0	0	COQ6	-	-
639	COQ10D7	"COENZYME Q10 DEFICIENCY, PRIMARY, 7; COQ10D7"	616276	0	0	COQ4	-	"Primary coenzyme Q10 deficiency-7 (COQ10D7) is caused by homozygous or compound heterozygous mutation in the COQ4 gene (612898) on chromosome 9q34. ? Description Primary coenzyme Q10 deficiency-7 is an autosomal recessive disorder resulting from mitochondrial dysfunction. Most patients have onset of severe cardiac or neurologic symptoms soon after birth, usually resulting in death. Rare patients may have later onset with a more protracted course. Tissue samples from affected individuals show decreased levels of coenzyme Q10 (CoQ10) (summary by Brea-Calvo et al., 2015). For a general phenotypic description and a discussion of genetic heterogeneity of primary coenzyme Q10 deficiency, see COQ10D1 (607426)."
640	COQ10D8	"COENZYME Q10 DEFICIENCY, PRIMARY, 8; COQ10D8"	616733	0	0	COQ7	-	"coenzyme Q10 deficiency-8 (COQ10D8) is caused by homozygous mutation in the COQ7 gene (601683) on chromosome 16p12. One such patient has been reported. For a general phenotypic description and a discussion of genetic heterogeneity of primary coenzyme Q10 deficiency, see COQ10D1 (607426)."
92	COXPD1	"Combined oxidative phosphorylation deficiency 1, 609060 (3)"	609060	0	0	GFM1	-	-
93	COXPD10	"Combined oxidative phosphorylation deficiency 10, 614702 (3)"	614702	0	0	MTO1	-	-
423	COXPD11	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 11; COXPD11	614922	0	0	RMND1	-	-
94	COXPD14	"Combined oxidative phosphorylation deficiency 14, 614946 (3)"	614946	0	0	FARS2	-	-
95	COXPD15	"Combined oxidative phosphorylation deficiency 15, 614947 (3)"	614947	0	0	MTFMT	-	-
80	COXPD16	"Combined oxidative phosphorylation deficiency 16, 615395 (3)"	615395	0	0	MRPL44	-	-
96	COXPD2	"Combined oxidative phosphorylation deficiency 2, 610498 (3)"	610498	0	0	MRPS16	-	-
97	COXPD3	"Combined oxidative phosphorylation deficiency 3, 610505 (3)"	610505	0	0	TSFM	-	-
98	COXPD4	"Combined oxidative phosphorylation deficiency 4, 610678 (3)"	610678	0	0	TUFM	-	-
99	COXPD5	"Combined oxidative phosphorylation deficiency 5, 611719 (3)"	611719	0	0	MRPS22	-	-
411	COXPD6	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 6; COXPD6	300816	0	0	AIFM1	-	-
493	COXPD7	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 7; COXPD7	613559	0	0	C12orf65	-	-
76	COXPD8	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 8; COXPD8	614096	0	0	AARS2	-	-
100	COXPD9	"Combined oxidative phosphorylation deficiency 9, 614582 (3)"	614582	0	0	MRPL3	-	-
400	"CPEO,CPEO Plus"	"MITOCHONDRIAL MYOPATHY: CPEO, CPEO ""Plus"" DOID:12558, Chronic progressive external ophthalmoplegia"	251900	0	0	"MT-TA, MT-TL2, MT-TM, MT-TW"	-	-
466	CPT II	"CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY, INFANTILE;CPT2"	600649	0	0	", CPT2"	-	-
88	CTLN2	"Citrullinemia, adult-onset type II, 603471 (3)"	603471	0	0	SLC25A13	-	-
150	CVS	CYCLIC VOMITING SYNDROME; CVS	500007	0	0	MT-TL1	-	-
91	D2L2AD	"Combined D-2- and L-2-hydroxyglutaric aciduria, 615182 (3)"	615182	0	0	SLC25A1	-	-
489	DFNB1A	"DEAFNESS, AUTOSOMAL RECESSIVE 1A; DFNB1A"	220290	0	0	"GJB2, GJB3, GJB6"	-	-
657	DOA+	"Optic atrophy plus syndrome, 125250, DOA+"	125250	0	0	OPA1	eyes	-
573	EE 602473	"ENCEPHALOPATHY, ETHYLMALONIC; EE"	602473	0	0	ETHE1	-	-
103	EIEE3	"Epileptic encephalopathy, early infantile, 3, 609304 (3)"	609304	0	0	SLC25A22	-	-
491	FRDA;FRDA1;FA	"FRIEDREICH ATAXIA 1; FRDA;FRIEDREICH ATAXIA WITH RETAINED REFLEXES, INCLUDED; FARR, INCLUDED"	229300	0	0	FXN	-	-
467	HADH Dificiency	3-@HYDROXYACYL-CoA DEHYDROGENASE; HADH	231530	0	0	", HADH"	-	-
421	HLD4	"LEUKODYSTROPHY, HYPOMYELINATING, 4; HLD4"	612233	0	0	HSPD1	-	-
476	HML	"MYOPATHY WITH LACTIC ACIDOSIS, HEREDITARY; HML"	255125	0	0	ISCU	-	-
